Title,url links,Author,Content
Texas drags feet on maternal mortality crisis,https://www.theguardian.com/us-news/2021/may/30/texas-maternal-mortality-crisis-black-women-medicaid,Editor,"As state legislature falls short on Medicaid expansion, campaigners vow to keep addressing healthcare disparities Last modified on Sun 30 May 2021 19.59 BST When medical staff prepped Shawn Thierry for an emergency C-section, she knew something was very wrong. After an epidural, excruciating pain ran through her legs. Soon, she could barely breathe.  “I felt like my heart was going to jump out of my chest and that I might die,” she said. She screamed for her doctor to put her under anesthesia – which happened to be the solution. The epidural, Thierry later found out, was given too high in her spine, causing a paralysis that inched toward her heart. “I was an attorney who had full private healthcare coverage and I almost died,” said Thierry, of the birth of her daughter in 2012. “I cannot imagine what the outcome would be for the thousands of other African American women without health insurance.” Years later, as a member of the Texas House, Thierry was “stunned” to learn of the state’s maternal mortality crisis. The US has the highest maternal death rate among similarly developed countries and is the only industrialized nation where such deaths are rising. But according to data from the federal Centers for Disease Control and Prevention, in Texas the maternal mortality rate is above the US average, at 18.5 deaths per 100,000 live births. Black women in the state are “disproportionately” affected, accounting for 11% of live births but 31% of maternal deaths. Wide racial and ethnic disparities exist nationally too. “I was shocked that black mothers like myself are three times more likely to die than our white counterparts,” said Thierry. “And no one in the legislature was really talking about it.” She has repeatedly filed legislation to combat the glaring problem. Her proposals included racial bias training for medical professionals and a bill to fix a “severe” maternal health data backlog by creating a centralized registry. They did not advance in 2019, or in the current legislative session which ends this weekend. Focused on restricting abortion rights, the male- and Republican-dominated state legislature has dragged its feet on maternal mortality. Health advocates were cautiously optimistic that in 2021 Texas lawmakers would at least usher through a proposal to extend Medicaid care to a year after birth. Lawmakers did take action. A proposal was sent to Governor Greg Abbott on Friday. But it stopped short of providing the full Medicaid expansion. A state maternal mortality and morbidity review committee found that out of pregnancy related deaths in Texas in 2013, about a third occurred 43 days to a year after the end of pregnancy. It also discovered that nearly 90% of such deaths were preventable. Among the leading underlying causes of death with the highest chance of preventability were infection, hemorrhage, preeclampsia and cardiovascular conditions. “It was really striking,” said Dr Amy Raines-Milenkov, a University of North Texas Health Science Center professor and member of the review committee. “We found that most of these deaths could have been prevented but the system is just not set up to prevent them. And we found a large racial disparity, which is a reflection of how we in society value women, especially African American women.” Since 2016, the committee’s No1 recommendation to help save lives has been to extend Medicaid coverage postpartum for low-income mothers to a year. Currently, Texas kicks new moms off Medicaid after 60 days, leading to delayed and less preventative care. The American Medical Association and the American College of Obstetricians and Gynecologists support longer postpartum care. “So many health problems can develop in this really sensitive time period, so it is critical that new moms have that full year of extended coverage,” said Raines-Milenkov. “To think new mothers can identify problems, get timely appointments and follow up with their doctors within just two months of having a baby is unrealistic. Anything less than 12 months is really insufficient.” The Biden administration recently initiated incentives for states to expand postpartum coverage to 12 months. Illinois was the first to have its extension approved and other states including Florida and Virginia hope to implement measures soon. Toni Rose, a Dallas representative, joined Thierry in filing HB 133, to do just that in Texas. The Republican-dominated House passed the bill with rare bipartisan approval and nearly 70 groups, from the Texas Medical Association to the rightwing Texas Public Policy Foundation, expressed support. However, the ultra-conservative Texas Senate – which ushered through extremist anti-abortion bills in March – did not pass the bill until the final minutes of its session. Even then, the legislation was not what was proposed. Without explanation, Republican Lois Kolkhorst of Brenham reduced the year of coverage to six months. Rose called the legislation a “victory” but said it still “falls short”. Thierry expressed dismay. “The data is clear that women are still at risk of maternal mortalities and pregnancy related complications for up to one year postpartum,” she said. “While the six months negotiated by the Texas Senate is better than the status quo, many new mothers will still be deprived of quality healthcare at a time when they are most vulnerable. “Given that this is an issue in which I have both personal and professional experience, I am disappointed. When it comes to saving the lives of Texas mothers, ‘splitting the difference’ is not appropriate.” Marsha Jones, executive director of the Afiya Center, a Dallas group that supports Black women with reproductive healthcare, said the lack of substantial progress was partly a reflection of the legislature’s misplaced priorities and lack of diversity. The Texas legislature is comprised mostly of white males: 61% of lawmakers in the House and Senate are white, even though white Texans make up just 41% of the population. Women are vastly outnumbered by men. “Black women are dying at an alarming rate for reasons that could be prevented and our state leaders cut down the main proposal that a state-appointed committee recommended to help them – why would that even happen?” said Jones. “I think it’s because it’s so easy to dismiss Black women’s lives.” The legislature expended time and energy on restricting abortion access, including passing one of the most extreme bans in the country, which allows any citizen to sue an abortion provider, as well as a “trigger” bill that bans the procedure in the event Roe v Wade, the 1973 ruling which safeguards the right to abortion, is overturned by the US supreme court. Both measures were “top legislative priorities” for the Senate leader, Lt Gov Dan Patrick, who did not make maternal mortality a listed priority. “It seems the only time we want to stand up and care about a life is when it’s in the womb,” Rose told Republicans on the House floor in May. In an ideological quest to punish abortion affiliates, Republicans have decimated the Texas reproductive health safety net by blocking low-income Medicaid patients from receiving life-saving preventative care at Planned Parenthood, a move resulting in reduced access to contraception and increased rates of Medicaid births, according to the Texas Policy Evaluation Project. A recent study in the medical journal Contraception showed a correlation between high maternal mortality rates and states that pass abortion barriers. “We have a maternal health crisis and conservative legislators once again made anti-choice bills a priority,” said Thierry. “They fail to realize all the women threatened by maternal deaths are obviously choosing life – they shouldn’t have to do so in exchange for their own.” Lawmakers made no significant gains for Medicaid in general. Texas is home to the highest number of uninsured residents in the US as well as the highest percentage of uninsured women of childbearing age, but it has declined to expand Medicaid under the Affordable Care Act and Republicans blocked legislative efforts to help extend healthcare coverage for the working poor. Texas has one of the steepest Medicaid eligibility requirements in the US. Of 1.4 million Texans who would benefit from expanded Medicaid, 75% are people of color. “Once again, we are kicking the can down the road with many of these solutions,” said Thierry. “It’s absolutely imperative we continue to work on reducing maternal mortality. One death is too many, especially when it’s preventable.”"
Do you have multiple chronic pain conditions?,https://www.theguardian.com/australia-news/2021/may/26/tell-us-do-you-have-multiple-chronic-pain-conditions,Guardian community team,"Have you been diagnosed with long Covid, endometriosis, fibromyalgia, migraine, ME/CFS or another chronic pain condition? We’d like to hear from you Last modified on Wed 26 May 2021 06.08 BST A person with a chronic pain condition can sometimes start to accumulate more than one, which is known as a chronic overlapping pain condition. As part of a project on long Covid and other chronic conditions, we would like to hear from individuals about their experience seeking treatment for them. What overlapping conditions do you have? If you’ve been diagnosed with long Covid, did you have any pre-existing chronic pain conditions? Does your healthcare practitioner treat one or all conditions?  You can get in touch by filling in the form below, anonymously if you wish. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact before we publish, so please do leave contact details. If you’re having trouble using the form, click here. Read terms of service here."
"If the UK built 1 million homes, what would happen to house prices?",https://www.theguardian.com/lifeandstyle/2021/may/25/if-the-uk-built-1-million-homes-what-would-happen-to-house-prices,Editor,"The long-running series in which readers answer other readers’ questions on subjects ranging from trivial flights of fancy to profound scientific and philosophical concepts Last modified on Wed 26 May 2021 09.55 BST If the UK built, say, 1 million homes, what would happen to house prices? Gerald Jimes, south-east London Post your answers (and new questions) below or send them to nq@theguardian.com. A selection will be published on Sunday.  "
How have you been affected by the recent violence?,https://www.theguardian.com/world/2021/may/12/living-in-israel-how-have-you-been-affected-by-the-recent-violence,Guardian community team,"We would like to hear from people living in Israel and those who are part of the diaspora on the situation in the region Last modified on Wed 12 May 2021 14.26 BST In the worst violence since the 2014 war between Israel and Hamas, Palestinian militants and Israeli jets have exchanged airstrikes and rocket fire. We would like to hear from those living in Israel and who are part of the diaspora on how they have been affected.  You can get in touch by filling in the form below, anonymously if you wish or via WhatsApp by clicking here or adding the contact +44(0)7867825056. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact before we publish, so please do leave contact details. Though we’d like to hear from you, your safety and security is most important. When responding and particularly if taking photographs or video please make sure you put your safety and the safety of others first. If you’re having trouble using the form, click here. Read terms of service here."
How have you been affected by the recent violence?,https://www.theguardian.com/world/2021/may/12/living-in-palestine-how-have-you-been-affected-by-the-recent-violence,Guardian community team,"We would like to hear from people living in Palestine and those who are part of the diaspora on the situation in the region Last modified on Wed 12 May 2021 14.26 BST In the worst violence since the 2014 war between Hamas and Israel, Israeli jets and Palestinian militants have exchanged airstrikes and rocket fire. We would like to hear from those living in Palestine and who are part of the diaspora on how they have been affected.  You can get in touch by filling in the form below, anonymously if you wish or via WhatsApp by clicking here or adding the contact +44(0)7867825056. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact before we publish, so please do leave contact details. Though we’d like to hear from you, your safety and security is most important. When responding and particularly if taking photographs or video please make sure you put your safety and the safety of others first. If you’re having trouble using the form, click here. Read terms of service here."
A Titanic replica and a calligraphy challenge ,https://www.theguardian.com/news/gallery/2021/may/31/a-titanic-replica-and-a-calligraphy-challenge-mondays-best-photos,Joe Plimmer,"The Guardian’s picture editors select photo highlights from around the world 
Joe Plimmer 

        
            Mon 31 May 2021 13.26 BST


            Last modified on Mon 31 May 2021 17.03 BST

 Photograph: Joe Giddens/PA Photograph: Hau Dinh/AP Photograph: Peter Byrne/PA Photograph: Alexis Huguet/AFP/Getty Images Photograph: Guerchom Ndebo/AFP/Getty Images Photograph: Carlos Álvarez/Getty Images Photograph: Noel Celis/AFP/Getty Images Photograph: Mark Metcalfe/Getty Images Photograph: Bianca de Marchi/EPA Photograph: Anadolu Agency/Getty Images Photograph: Mariscal/EPA Photograph: Sipa Asia/Rex/Shutterstock Photograph: Christophe Ena/AP"
1921 Tulsa race massacre remembered ,https://www.theguardian.com/us-news/gallery/2021/may/31/1921-tulsa-race-massacre-remembered-in-pictures,Editor,"One of the darkest chapters in the long and turbulent history of racial violence in America is commemorated in Oklahoma on Monday, the 100th anniversary of a rampage by a white mob that left an estimated 300 Black people dead. Hundreds of Black-owned businesses, churches and homes were burned, leaving about 8,000 homeless and a further 800 injured Brandon Bell/Getty Images 

        
            Mon 31 May 2021 09.18 BST

 Photograph: Brandon Bell/Getty Images Photograph: Brandon Bell/Getty Images Photograph: Brandon Bell/Getty Images"
Shrews and snow buntings – a post lockdown-easing diary,https://www.theguardian.com/news/2021/may/31/shrews-and-snow-buntings-a-post-lockdown-easing-diary,Murdo MacLeod,"Photographer Murdo MacLeod strapped on a pair of touring skis in May to see rare amber list snow buntings stopping off in the Scottish mountains Last modified on Mon 31 May 2021 07.18 BST An amber list rare bird, the snow bunting, living high on its frozen mountain top was unaffected by the Covid lockdown. I was like a caged bird, Edinburgh city limits my territory. Snow falls over the winter, cloaking the Cairngorms and other Scottish mountain ranges richly. By late spring, watching from the roadside, this has all but receded out of view. By early summer high plateaus and deep gullies, such as Lurchers, retain significant amounts. By September only a few leathery dragon skin patinated dirty patches cling on. Time was not on my side. Looking out to the Lairig Ghru from Lurchers Crag – Creag an Leth-choin, 7 May.  In early February there was a large widespread dump of snow and there are some fine hills within Edinburgh city boundaries. I desperately bought a £75 pair of skis off the internet and proceeded to practice falling ungracefully. A small shrew came out to watch (see pic) and a friend, Fergus, offered tips and moral support. Fergus gave Murdo his first cross country tips. Having previously walked in winter conditions in the Scottish mountains – I was keen to take this new parallel skillset to the peaks. Perhaps Glencoe, Nevis Range or Cairngorms – which were all boasting near perfect snow. The weeks passed with no restriction easing and instead I watched instructional videos on YouTube. Travel bans remained, the resorts did not open, proper second-hand touring gear was in hen’s teeth-type scarcity and meanwhile the snow was busy melting. May arrived and travel was allowed but it took me time to find suitable skis and bindings to penetrate deep into the mountains. Initially I adopted donkey mode – carrying heavy downhill skis – along with two pairs of big boots – to the top of mountains. Winning the admiration of many – if not in a flattering way. A walker and his dog, Max, head across the summer snow to Ben Macdui, 27 May This world of diminishing Scottish snow patches has become a pastime and fascination for many. This may never replace Munro bagging but it has informed a different way of seeing and exploring Scottish mountains. Forget peak fever and the race to the top, instead seek out remote hidden ravines and dangerous snow caves. Iain Cameron’s Snow Patches of Scotland Facebook page has 3,600 followers and he organises a volunteer group to conduct an annual survey, each year since 2008, collecting detailed data – on locations, sizes and weight. Slushy science in action, compiling records over the years, that may reveal how the climate crisis is affecting nature at altitude. The amber list species the snow bunting – with only 60 breeding pairs in the UK But before the month of May could quite close, I managed to make a purchase and take my new precious possessions: touring skis, touring bindings and skins – out to show to the curious snow bunting, that sits, chirpily, on top of Beinn MacDuibh (Scotland’s second highest mountain at 1,309m). With only 60 breeding pairs in the UK – they breed around the arctic from Scandinavia to Greenland – migrating south in the winter. There he cocks his head, squinting at the steady stream of summiting pilgrims and ever patient for the crumbs that fall from their sandwiches, surrounded by the finest of The Living Mountain. This being the title of Nan Shepherd’s celebrated Cairngorms book where she observes: “Summer on the high plateau can be delectable as honey; it can also be a roaring scourge.” Fresh showers of snow re-coated Cairngorm summit as cross-country and touring skiers pause at the summit weather station to eat lunch and prepare for the descent. I have, so far avoided the scrape of that unforgiving wind but have sat patiently in thick mist, high up above Hell’s Lum Crag, totally blinded by a cloud of whiteness that makes any attempt to move on skis dizzy and giddy. Instead I have slowly eaten through the contents of my rucksack, washed down with hot black tea, waiting and waiting. Eventually it has always cleared, sometimes with the speed of a turning page. A walker and his dog on the summit of Ben Macdui or Beinn MacDuibh. I am not the best navigator but it is comforting to get the map out and read the descriptive names. Gaelic was my first language and when I run my finger along my route of the OS explorer, I feel I am being let back in on an ancient conversation: Coire an Leth-choin – is the corrie of the half dog and stob Coire an t-Sneachda gives the ever abundant snow a mention, there is a tailors stone and a soldier peak nearby. “A mountain has an inside,” wrote Nan, perhaps a soft voice too."
From Bengal to Britain ,https://www.theguardian.com/food/gallery/2021/may/31/river-of-tea-from-bengal-to-britain-in-pictures,Editor,"River of Tea is a series of photographs by Tim Smith, exploring how the early tea trade sparked the migration of people from Bangladesh to Britain. Created in partnership with communities in Bradford, the exhibition is on at the National Science and Media Museum in Bradford, until 27 June All photographs by Tim Smith 

        
            Mon 31 May 2021 08.31 BST

 Photograph: Tim Smith"
Ralph Fiennes on stage ,https://www.theguardian.com/stage/gallery/2021/may/31/pure-poetry-ralph-fiennes-on-stage-in-pictures,Editor,"As Ralph Fiennes tours his solo stage version of TS Eliot’s Four Quartets, look back at some of his greatest stage performances, from Shaw and Shakespeare to The Play What I Wrote  

        
            Mon 31 May 2021 06.00 BST

 Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Nils Jorgensen/Rex/Shutterstock Photograph: Jane Bown/The Observer Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Rune Hellestad/Corbis/Getty Images Photograph: Robbie Jack/Corbis/Getty Images Photograph: Anthony Woods/AP Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Donald Cooper/Alamy Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Tristram Kenton/The Guardian Photograph: Matt Humphrey"
California faces another drought as lake beds turn to dust,https://www.theguardian.com/us-news/2021/may/30/california-drought-water-shortage-photo-essay,Gabrielle Canon,"Water shortages and dry conditions are already affecting the state as the governor has declared an emergency in 41 of 58 counties Last modified on Sun 30 May 2021 15.06 BST Verdant hillsides losing their hue, receding reservoirs with bathtub rings of newly exposed earth, crops withering in the fields. These are the visions of California’s parched landscape as the state braces for another potentially devastating drought. Water shortages and exceptionally dry conditions are already beginning to hit home.  The San Gabriel reservoir lake bed is reduced to mud. Photographer: David McNew/Getty Images The state is facing yet another hot, dry summer ahead, and the governor has declared a drought emergency in 41 of the state’s 58 counties. More than 37 million Californians reside in these drought areas, according to the US drought monitor. “This is without precedent,” Newsom said at a news conference announcing the first two declarations in April, speaking from the bed of Lake Mendocino that had been reduced to arid, cracked clay. Not long ago, he would have been standing under 40ft of water. “Oftentimes we overstate the word historic, but this is indeed an historic moment.” Governor Gavin Newsom holds a news conference in the parched basin of Lake Mendocino in Ukiah. Photographer: Kent Porter/Associated Press A child walks across the parched bottom of Lake Mendocino. Photographer: Justin Sullivan/Getty Images Many of the state’s reservoirs are at extremely low capacity and levels are expected to drop further in the coming months. Already, the state’s 154 major reservoirs are collectively at 71% of where they typically are on average. Federal climate analysts with the National Integrated Drought Information System called the outlook for California’s reservoir levels recovery “grim” in their most recent report. Water levels at Lake Oroville have dropped to 39% of capacity. Photographer: Justin Sullivan/Getty Images Houseboats in Lake Oroville are dwarfed by the exposed banks. Photographer: Justin Sullivan/Getty Images The dry conditions are expected to fuel another potentially devastating and record-breaking wildfire season. In 2020, roughly 4.1m acres were consumed by the flames, tens of thousands of buildings burned and 31 people lost their lives. These conditions only began to develop in May of last year, according to federal monitoring systems. But now into a second consecutive dry year – characterized by a hot summer and little rainfall to replenish the dehydrated landscape through the winter months – by mid-May this year 93% of the south-west and California was in drought, with 38% of the region classified at the highest level. “It really stands out how rapidly this drought has developed and intensified,” said Brian Fuchs, a climatologist, during a webinar this week hosted by the NIDIC. Northern California’s reservoirs, which heavily depend on the rapidly disappearing mountain snowmelt, have been among the hardest hit. Lake Shasta and Lake Oroville, two of the largest, have fallen to 44% and 39% of their total capacity respectively. Inflow into Lake Shasta is even lower than it was in 2014. Many farmers are preparing for an expected water shortage by removing water-dependent crops, such as almond trees like these in Snelling. Photographer: Justin Sullivan/Getty Images A sign in Buttonwillow, Kern county. Photographer: Frederic J Brown/AFP/Getty Images To prepare for declining reserves, the California Department of Water Resources reduced farmers and growers to 5% of their expected water allocation in March. The move sparked an outcry from California’s agricultural belt, which is likely to be hit hard by the drought. During the last drought, between 2014 and 2016, the agriculture industry lost roughly $3.8bn, and more than half a million acres couldn’t produce for lack of water. Farmers and ranchers have already begun to cull crops, fallow fields, and thin their herds in preparation. Officials have also had to step in to help salmon raised in the state’s central valley region reach the Pacific Ocean, as waterways grow too shallow and warm for them to safely make the journey. Tens of millions of young fish will instead be trucked out to sites across the coast. With rivers like the American River growing too warm and shallow for fish to reach the ocean, juvenile Chinook salmon will be transported by truck. Photographer: Nina Riggio/Reuters Boat docks sit on dry land at Folsom Lake in El Dorado Hills. Photographer: Justin Sullivan/Getty Images Drought has always played a part in California’s climate, and it’s not unusual for the region to see periods of dry years interspersed with wetter ones. But, rising temperatures are fueling deeper extremes and climate scientists believe the cycle will only intensify. With only a short two-year reprieve since the state was declared drought-free – after the period between 2012 and 2015 became the driest four-year period recorded – the negative impact that dry conditions had across the state are still fresh in residents’ minds. A park visitor runs on the dry Folsom Lake bottom in Granite Bay. Photographer: Justin Sullivan/Getty Images A resident fills a water tank with recycled water from a fill station in Oakley. In an attempt to mitigate some of the expected impacts, Newsom has earmarked $5.1bn over four years for water infrastructure and drought response. The state is also hoping to apply key lessons learned through the last drought period, including establishing new standards of use for water, increasing efficiency requirements, and assessing and intervening when water systems fail. Still, as conditions worsen, the state will continue to call on residents to adapt. “It’s time for Californians to pull together once again to save water,” said California Natural Resources Agency Secretary Wade Crowfoot in a statement issued with the emergency declaration. Encouraging shorter showers and limiting wasted water during every-day activities like dishwashing and teeth brushing, he added, “all of us need to find every opportunity to save water where we can”. Marin county became the first county to impose mandatory water-use restrictions on 1 May. Photographer: Justin Sullivan/Getty Images"
China announces three-child limit in major policy shift,https://www.theguardian.com/world/2021/may/31/china-announces-three-child-limit-in-major-policy-shift,Vincent Ni,"Move follows data showing sharp decline in number of births in world’s most populous country First published on Mon 31 May 2021 09.01 BST China has announced that couples will be permitted to have up to three children in a major policy shift from the existing two-child limit, after recent data showed a dramatic decline in births in the world’s most populous country. “To actively respond to the ageing of the population … a couple can have three children,” state media Xinhua reported on Monday, citing a meeting of China’s elite politburo leadership committee hosted by President Xi Jinping.  China’s fertility rate stands at 1.3 – below the level needed to maintain a stable population. According to the National Bureau of Statistics, there were officially 12 million babies born in 2020, 2.65 million fewer than were born in 2019, an 18% fall. Preliminary data released earlier this year, based on registered births, had indicated a year-on-year drop of 15%. Earlier this month, China reported the slowest population growth since the early 1960s, despite scrapping its one-child policy in 2015 to encourage more births and stave off a looming demographic crisis. A once-a-decade census showed that the overall population of China grew to 1.41 billion in the 10 years to 2020, up by 5.38%. The increase reflects an average annual rise of 0.53%, down from 0.57% reported from 2000 to 2010. For more than 35 years, China enforced a controversial one-child policy initially imposed to halt a population explosion. Its replacement, a two-child limit, failed to result in a sustained surge in the number of births as the high cost of raising children in Chinese cities deterred many couples from starting families. On paper, under the current two-child policy, couples have to pay a “social support fine” for having a third child. However, some say the implementation of this policy varies in different parts of the country. Monday’s announcement drew a heated discussion on China’s social media platform Weibo. The hashtag #Here-comes-the-three-child-policy had reached 3bn views, with many questioning whether the policy is too little and too late. “I myself am a product of the one-child policy. I already have to take care of my parents. Where would I find the energy to raise more than two kids?” one user posted on Weibo. “I am willing to have three children if you give me 5 million yuan (£554,350),” wrote another commenter. Prof Wang Feng of University of California Irvine, who specialises in Asian demographics, said that China’s birth control policy should have already been abandoned. “It’s outdated. What China needs is not another state policy, but rather a better and fairer society.” He Yafu, an independent demographer in Guangzhou, said that given the limited impact of the two-child policy, the announcement will hardly help reverse the current trend. “The relaxation may not achieve as much as the authorities would have anticipated. It’s too costly to raise a child these days, and housing is not cheap in China,” he said. But Prof Stuart Gietel-Basten, who directs the centre for ageing science at the Hong Kong university of science and technology, said the announcement was not unimportant. “It removes a clear inconsistency in the narrative surrounding the concerns over low fertility with restrictions on births at the same time,” he said. “It will also be an important step in further stamping out illegal actions on women’s bodies [eg sterilisation and abortion] sanctioned by some local officials.” It is not only China that is facing such a demographic challenge. Across east Asia, authorities have, for years, been scrambling to persuade couples to have more babies. South Korea and Japan have both used stipends to increase incentives. Before the announcement, authorities had been experimenting with the three-child policy in the north-eastern Chinese province of Heilongjiang. Yet, some Chinese experts said the result was less effective than previously thought. This has also led some to call for a complete abandonment of the family planning policy. The policy change will come with “supportive measures, which will be conducive to improving our country’s population structure, fulfilling the country’s strategy of actively coping with an ageing population and maintaining the advantage, endowment of human resources”, Xinhua said."
"India Covid variant spreading across England, data shows",https://www.theguardian.com/world/2021/may/31/india-covid-variant-spreading-across-england-data-shows,Nicola Davis,"Scientists say geographical spread ‘entirely predictable’ and window of opportunity has been missed Last modified on Mon 31 May 2021 12.49 BST The coronavirus variant of concern first detected in India is continuing to spread across England, with cases emerging beyond “hotspot” areas, data suggests. The variant, known as B.1.617.2, is thought to be driving a rise in Covid cases in parts of the UK and is believed to be both more transmissible than the variant first detected in Kent, which previously dominated, and somewhat more resistant to Covid vaccines, particularly after just one dose.  At present up to three-quarters of new Covid cases in the UK are thought to be caused by the India variant. There have also been signs of a slight rise in hospitalisations. The situation has led some scientists to warn that the country is now in the early stages of a third wave of coronavirus which, despite the vaccination programme, modelling suggests could lead to a rise in hospitalisations and deaths, and that full easing of restrictions in England on 21 June should be reconsidered. Data from the Wellcome Sanger Institute, which tracks the variants detected in Covid-positive samples through genome sequencing, has revealed the variant has spread further across England. While parts of north-west England, such as Bolton and Blackburn with Darwen, have previously been identified as hotspots for the India variant, the data shows that in the two weeks to 22 May it cropped up in areas as far afield as the Forest of Dean, Babergh, Wycombe and Cornwall – although numbers in these areas remain low. This data includes Covid-positive samples analysed for general surveillance and surge testing, but not those related to travel. In other areas, including parts of the Midlands and south-east of England, there are signs the variant is becoming more common. In Croydon, 94.1% of analysed Covid-positive samples contained the India variant in the two weeks to 22 May – with about 40 genomes of this variant detected each week – up from 84.4% in the two weeks to 15 May when about 19 genomes of the variant were detected each week. Paul Hunter, a professor in medicine at the University of East Anglia, said that while the India variant was still strongly clustered, it was becoming more geographically dispersed.“I think it fair to say that it is no longer contained in hotspots but not yet growing substantially throughout all areas. But that is exactly as you would have expected,” he said. Dr Deepti Gurdasani, a clinical epidemiologist and senior lecturer at Queen Mary University of London, said the situation was “entirely predictable”, adding that while many experts have been calling for early action, that window of opportunity has now been missed. “When government was claiming that these outbreaks were localised, it was very clear that B.1.617.2, while at different frequencies in different regions, was rapidly increasing across all of England, which meant that the variant would become dominant even where it wasn’t frequent in a matter of weeks – and this is exactly what happened,” she said. “Now, we have a highly transmissible variant, capable of a significant level of escape from vaccines – especially after a single dose – leading to exponential rise in cases in many areas,” she added. “While vaccines will help, we need to remember only 38% of our population are fully vaccinated, leaving large numbers unprotected, or with minimal levels of protection. Still, the focus in the media seems to be on 21 June, when the real question is: how do we deal with what is a public health crisis right now?” Dr Jeffrey Barrett, the director of the Covid-19 Genomics Initiative at the Wellcome Sanger Institute, said the detection of the variant in many parts of the country suggests it is not fully contained in just a few hotspots, but “that was always likely to happen”. “I think the important thing to watch is whether in the next few weeks these small numbers of more geographically widespread cases grow into sizeable outbreaks like the ones we’ve seen in the initial hotspots,” he said."
Denmark helped US spy on Angela Merkel and European allies – report,https://www.theguardian.com/world/2021/may/31/denmark-helped-us-spy-on-angela-merkel-and-european-allies-report,Jon Henley,"Media reports claim US National Security Agency used Danish cables to spy on senior officials First published on Mon 31 May 2021 10.30 BST Reports that Denmark’s military intelligence agency helped the US to spy on leading European politicians, including the German chancellor, Angela Merkel, have sparked concern – and demands for an explanation – in EU capitals. Danish public broadcaster Danmarks Radio said the US National Security Agency (NSA), whose alleged tapping of Merkel’s phone was disclosed by Edward Snowden in 2013, also used the Danish Defence Intelligence Service (FE) to spy on officials in Sweden, Norway and France.  The allegations are contained in an internal classified report on the FE’s role in the surveillance partnership agreement with the NSA from 2012 to 2014, the broadcaster said, citing nine unidentified sources familiar with the investigation. It said the NSA used Danish information cables to spy on senior officials including the former German foreign minister, Frank-Walter Steinmeier, and the then opposition leader Peer Steinbrück. It was not clear whether the Danish government authorised the taps. The Danish defence minister, Trine Bramsen, who took over the defence portfolio in June 2019, was reportedly informed of the espionage in August last year. She told Danmarks Radio that “systematic eavesdropping of close allies” was “clearly unacceptable”. France’s Europe minister, Clément Beaune, said the reports were “extremely serious” if proven. “We need to see if our partners in the EU, the Danes, have committed errors in their cooperation with American services,” Beaune told French radio. “Between allies, there must be trust, a minimal cooperation.”  Merkel’s spokesman, Steffen Seibert, said on Monday that the German government had “taken note of the reporting. It is in contact with all relevant national and international authorities for clarification.” Steinbrück said the NSA and FE’s activities were “a political scandal”. The former centre-left SPD party leader said he accepted western states needed intelligence services, but added it was “grotesque that friendly intelligence services are indeed intercepting and spying on top representatives of other countries”. Danmarks Radio published the allegations on Sunday evening in a joint investigation with the Swedish public broadcaster SVT, Norway’s NRK, France’s Le Monde, and Germany’s NDR, WDR and Süddeutsche Zeitung. The Danish broadcaster said the NSA retrieved text messages, calls and internet traffic including searches and chats thanks to its partnership with FE. Denmark, a close US ally, hosts several key landing stations for undersea internet cables to and from Sweden, Norway, Germany, the Netherlands and Britain. Neither the agency or its director at the time, Lars Findsen, have commented on the report. Findsen and three other FE officials were suspended last year by an independent oversight board following criticism and accusations of serious wrongdoings stemming from the internal investigation, which began in 2015, Danmarks Radio said. The NSA did not immediately respond to requests for comment. Sweden’s defence minister, Peter Hultqvist, demanded “full information” and his counterpart in Norway, Frank Bakke-Jensen, said the allegations “are being taken seriously”. If confirmed, the spying was happening during and after the 2013 Snowden affair, when the former NSA contractor revealed thousands of secret documents exposing the vast US surveillance operation mounted after the 2001 9/11 attacks. Snowden on Sunday accused Joe Biden, who was US vice-president at the time, of being “deeply involved … the first time around”. Snowden called on Twitter for “full public disclosure not only from Denmark, but their senior partner as well”. The former contractor has been charged in the US with theft of government property, unauthorised communication of national defence information and wilful communication of classified communications intelligence and is in Russia."
